 CO1_34P9,1012.248,0.00000929,29,1000000000,,,,
 H2LP4V08,1012.266,0.0108,2,1170000000,,,,
 S III,1012.495,0.0443,32,284000000,,,,
 HDLP1V08,1012.59,0.00823,3,1180000000,,,,
 ArVI*,1012.68,0.000000001,40,100000000,,,,
 H2WQ3V00,1012.686,0.0238,2,1180000000,,,,
 H2LP9V11,1012.8,0.00961,2,997000000,,,,
 H2LR0V07,1012.817,0.0297,2,1240000000,,,,
 HDLP7V10,1013.003,0.0107,3,855000000,,,,
 HDLR2V08,1013.074,0.0146,3,1090000000,,,,
 HDLP5V09,1013.33,0.011,3,976000000,,,,
 V III*,1013.38,0.0000151,51,73500,,,,
 H2LR1V07,1013.441,0.0204,2,1230000000,,,,
 HDWR6V00,1013.509,0.00483,3,589000000,,,,
 ClI*,1013.6635,0.151,35,980000000,,,,
 H2LR5V08,1013.714,0.00115,2,1170000000,,,,
 ClVI,1013.87,0.000179,35,388000,,,,
 HDWP4V00,1013.945,0.00288,3,592000000,,,,
 HDLP2V08,1014.198,0.00993,3,1120000000,,,,
 FeII,1014.2332,0.000216,56,1400000,,,,
 H2WR5V00,1014.241,0.0261,2,1160000000,,,,
 H2LR7V09,1014.251,0.016,2,1090000000,,,,
 HDWQ5V00,1014.279,0.00944,3,583000000,,,,
 H2LP1V07,1014.332,0.00898,2,1240000000,,,,
 H2WP3V00,1014.511,0.00822,2,1180000000,,,,
 CoIII,1014.751,0.000133,59,1080000,,,,
 HDWQ9V01,1014.774,0.0169,3,566000000,,,,
 HDLR6V09,1014.817,0.0129,3,871000000,,,,
 FeII,1014.8591,0.0000269,56,217000,,,,
 HDLR3V08,1014.908,0.0139,3,1080000000,,,,
 HDLR8V10,1014.932,0.0123,3,829000000,,,,
 ClI*,1014.9651,0.00774,35,50100000,,,,
 H2LR2V07,1014.98,0.0189,2,1230000000,,,,
 H2WQ4V00,1014.989,0.0238,2,1180000000,,,,
 H2LP8V10,1015.02,0.00548,2,1050000000,,,,
 ClIII,1015.025,0.0214,35,92500000,,,,
 HDLP9V11,1015.311,0.0101,3,744000000,,,,
 V III**,1015.397,0.000301,51,1940000,,,,
 S III*,1015.502,0.0147,32,285000000,,,,
 ClI*,1015.5138,0.0315,35,102000000,,,,
 S III*,1015.567,0.011,32,284000000,,,,
 S III*,1015.779,0.0184,32,282000000,,,,
 HDWR7V00,1015.88,0.00465,3,587000000,,,,
 H2WP9V01,1016.078,0.0212,2,1140000000,,,,
 V III,1016.266,0.0000121,51,156000,,,,
 FeII,1016.3497,0.000017,56,137000,,,,
 ClI,1016.3558,0.000643,35,8300000,,,,
 V III,1016.43,0.0000048,51,20600,,,,
 H2LP2V07,1016.466,0.0102,2,1240000000,,,,
 HDLP3V08,1016.484,0.0107,3,1100000000,,,,
 HDWP7V00,1016.511,0.00347,3,590000000,,,,
 HDWP5V00,1016.534,0.00315,3,592000000,,,,
 GeII*,1016.6377,0.0503,73,216000000,,,,
 H2WR6V00,1016.748,0.00649,2,1170000000,,,,
 HDWQ6V00,1016.841,0.00957,3,581000000,,,,
 H2LP5V08,1017.008,0.0113,2,1170000000,,,,
 GeII*,1017.06,0.00558,73,36000000,,,,
 CoIII,1017.387,0.0000094,59,60600,,,,
 H2WP4V00,1017.392,0.00987,2,1180000000,,,,
 HDLR4V08,1017.42,0.0135,3,1080000000,,,,
 H2LR3V07,1017.427,0.0183,2,1220000000,,,,
 CoII,1017.515,0.000829,59,6870000,,,,
 CO0_35R9,1017.5229,0.000023,28,1000000000,,,,
 HDLP6V09,1017.554,0.0113,3,930000000,,,,
 CO0_35R8,1017.554,0.0000231,28,1000000000,,,,
 CO0_35R7,1017.585,0.0000233,28,1000000000,,,,
 CO0_35R6,1017.6171,0.0000235,28,1000000000,,,,
 CO0_35R5,1017.65,0.0000238,28,1000000000,,,,
 CO0_35R4,1017.684,0.0000242,28,1000000000,,,,
 CO0_35R3,1017.719,0.0000249,28,1000000000,,,,
 CO0_35R2,1017.755,0.0000262,28,1000000000,,,,
 CO0_35R1,1017.792,0.0000291,28,1000000000,,,,
 CO0_35R0,1017.83,0.0000436,28,1000000000,,,,
 H2WQ5V00,1017.839,0.0238,2,1170000000,,,,
 V III***,1017.901,0.00168,51,13500000,,,,
 CO0_35P1,1017.909,0.0000145,28,1000000000,,,,
 V III*,1017.936,0.000145,51,937000,,,,
 CO0_35P2,1017.95,0.0000175,28,1000000000,,,,
 CO0_35P3,1017.992,0.0000187,28,1000000000,,,,
 CO0_35P4,1018.034,0.0000194,28,1000000000,,,,
 CO0_35P5,1018.078,0.0000198,28,1000000000,,,,
 H2LR9V10,1018.094,0.0165,2,1020000000,,,,
 CO0_35P6,1018.122,0.0000201,28,1000000000,,,,
 CO0_35P7,1018.168,0.0000204,28,1000000000,,,,
 CO0_35P8,1018.2141,0.0000205,28,1000000000,,,,
 H2LP7V09,1018.218,0.00881,2,1100000000,,,,
 CO0_35P9,1018.262,0.0000207,28,1000000000,,,,
 HDLP8V10,1018.408,0.011,3,838000000,,,,
 HDWR8V00,1018.803,0.0045,3,586000000,,,,
 CO1_35R9,1018.937,0.0000229,29,1000000000,,,,
 CO1_35R8,1018.967,0.000023,29,1000000000,,,,
 CO1_35R7,1018.998,0.0000232,29,1000000000,,,,
 H2LR6V08,1019.019,0.0204,2,1150000000,,,,
 CO1_35R6,1019.029,0.0000234,29,1000000000,,,,
 CO1_35R5,1019.062,0.0000237,29,1000000000,,,,
 CO1_35R4,1019.095,0.0000242,29,1000000000,,,,
 CO1_35R3,1019.129,0.0000249,29,1000000000,,,,
 CO1_35R2,1019.1639,0.0000261,29,1000000000,,,,
 CO1_35R1,1019.199,0.000029,29,1000000000,,,,
 CO1_35R0,1019.236,0.0000435,29,1000000000,,,,
 HDLR7V09,1019.252,0.0128,3,832000000,,,,
 CO1_35P1,1019.312,0.0000145,29,1000000000,,,,
 CO1_35P2,1019.351,0.0000174,29,1000000000,,,,
 ClI,1019.3645,0.00122,35,15700000,,,,
 CO1_35P3,1019.39,0.0000186,29,1000000000,,,,
 CO1_35P4,1019.431,0.0000193,29,1000000000,,,,
 HDLP4V08,1019.44,0.0112,3,1090000000,,,,
 HDWP8V00,1019.463,0.00357,3,589000000,,,,
 CO1_35P5,1019.473,0.0000198,29,1000000000,,,,
 H2LP3V07,1019.507,0.0105,2,1230000000,,,,
 CO1_35P6,1019.515,0.0000201,29,1000000000,,,,
 HDWP6V00,1019.522,0.00333,3,591000000,,,,
 CO1_35P7,1019.558,0.0000203,29,1000000000,,,,
 CO1_35P8,1019.602,0.0000205,29,1000000000,,,,
 CO1_35P9,1019.647,0.0000206,29,1000000000,,,,
 V III,1019.761,0.00000181,51,11600,,,,
 HDWQ7V00,1019.798,0.0097,3,579000000,,,,
 ClI,1019.94,0.00151,35,9660000,,,,
 V III**,1019.971,0.000427,51,3650000,,,,
 H2WR7V00,1020.061,0.00792,2,1160000000,,,,
 FeII977,1020.089,0.0001503,56,10000000,,,,
 HDLR9V10,1020.544,0.0123,3,810000000,,,,
 HDLR5V08,1020.595,0.0132,3,1070000000,,,,
 SiII,1020.6989,0.0164,28,451000000,,,,
 CoII,1020.744,0.00339,59,27900000,,,,
 H2LR4V07,1020.77,0.0181,2,1220000000,,,,
 H2WP5V00,1020.805,0.0108,2,1180000000,,,,
 H2LR8V09,1020.863,0.015,2,1080000000,,,,
 S III**,1021.108,0.011,32,284000000,,,,
 ArVI*,1021.19,0.000000001,40,100000000,,,,
 H2WQ6V00,1021.217,0.0239,2,1170000000,,,,
 S II,1021.254,0.000000001,32,100000000,,,,
 V III*,1021.276,0.0000179,51,172000,,,,
 S III**,1021.323,0.0329,32,282000000,,,,
 HDLR0V07,1021.456,0.0243,3,1280000000,,,,
 S II,1021.547,0.000000001,32,100000000,,,,
 C I*,1021.85,0.000000001,12,100000000,,,,
 HDLR1V07,1021.916,0.0161,3,1280000000,,,,
 ClI,1022.0478,0.0122,35,78200000,,,,
 HDWR9V00,1022.103,0.00438,3,308000000,,,,
 C I**,1022.13,0.000000001,12,100000000,,,,
 ClI,1022.4142,0.000213,35,905000,,,,
 HDLP7V09,1022.419,0.0116,3,921000000,,,,
 FeII977,1022.567,0.0004064,56,10000000,,,,
 H2LP6V08,1022.589,0.0126,2,1160000000,,,,
 HDLP1V07,1022.626,0.00821,3,1290000000,,,,
 HDWP9V00,1022.794,0.00365,3,587000000,,,,
 H2LP9V10,1022.833,0.0063,2,1040000000,,,,
 HDLR2V07,1023.064,0.0144,3,1270000000,,,,
 HDLP5V08,1023.065,0.0115,3,1080000000,,,,
 H2LP4V07,1023.441,0.0105,2,1230000000,,,,
 CoII,1023.487,0.00137,59,8720000,,,,
 CoII*,1023.561,0.00553,59,49300000,,,,
 SiII*,1023.7002,0.0164,28,451000000,,,,
 H2WR8V00,1023.879,0.00932,2,1160000000,,,,
 HDLR8V09,1024.238,0.0127,3,860000000,,,,
 HDLP2V07,1024.25,0.00992,3,1280000000,,,,
 H2LR0V06,1024.379,0.0287,2,1300000000,,,,
 HDLR6V08,1024.387,0.013,3,1070000000,,,,
 HDLP9V10,1024.412,0.0112,3,823000000,,,,
 H2WP6V00,1024.739,0.0104,2,1170000000,,,,
 H2LR7V08,1024.8781,0.019,2,1140000000,,,,
 HDLR3V07,1024.91,0.0136,3,1260000000,,,,
 H2LR1V06,1024.993,0.0195,2,1300000000,,,,
 H2LR5V07,1024.993,0.0179,2,1210000000,,,,
 H2WQ7V00,1025.1021,0.0239,2,1160000000,,,,
 ClI,1025.2821,0.0445,35,188000000,,,,
 H2LP8V09,1025.359,0.00907,2,1100000000,,,,
 D I,1025.4429,0.0527,2,190000000,,,,
 D I,1025.444,0.0264,2,190000000,,,,
