C I ,1279.498    ,2.2e+06 
Fe V ,1279.591    ,5.9e+07 
Ni V ,1279.7130   ,1.02e+09 
C I ,1279.890    ,3.43e+07 
Ni V ,1279.935    ,1.04e+07 
Ni V ,1279.935    ,3.16e+07 
Al V ,1280.01     ,3.45e+08 
S I ,1280.0991   ,1.35e+07 
Ni V ,1280.114    ,2.54e+08 
Ni V ,1280.114    ,5.50e+08 
C I ,1280.134    ,3.55e+07 
Ni V ,1280.283    ,3.66e+07 
Ni V ,1280.283    ,1.35e+08 
C I ,1280.330    ,6.4e+07 
Si III ,1280.35     ,1.04e+09 
C I ,1280.410    ,1.87e+07 
Fe V ,1280.471    ,1.3e+08 
Fe II ,1280.527    ,2.3e+07 
C I ,1280.595    ,8.8e+07 
Fe V ,1280.650    ,1.4e+08 
C I ,1280.845    ,3.6e+07 
Ni V ,1281.277    ,1.27e+08 
Ni V ,1281.277    ,3.00e+08 
Ni V ,1281.277    ,3.64e+07 
Fe V ,1281.367    ,1.3e+08 
Fe V ,1281.652    ,3.8e+07 
Ni V ,1281.883    ,1.75e+08 
Fe V ,1282.058    ,5.4e+07 
Ni V ,1282.282    ,3.14e+08 
Ni V ,1282.282    ,4.38e+08 
Ni V ,1282.748    ,2.72e+08 
Ni V ,1282.748    ,2.88e+07 
Fe II ,1283.060    ,2.7e+07 
Ni V ,1283.185    ,2.58e+08 
Al IV ,1283.484    ,6.40e+07 
Fe V ,1283.613    ,1.8e+07 
S V ,1283.689    ,1.19e+09 
S V ,1283.911    ,1.26e+09 
Ni V ,1283.948    ,1.20e+08 
Ni V ,1283.948    ,2.29e+07 
Fe V ,1284.109    ,1.12e+08 
S V ,1284.210    ,1.42e+09 
Ni V ,1284.477    ,6.75e+08 
Ni V ,1284.557    ,2.06e+08 
Mn VI ,1285.102    ,1.1e+09 
Ni V ,1285.815    ,7.85e+08 
Fe V ,1285.918    ,1.7e+08 
S IV ,1286.050    ,1.40e+08 
Ni V ,1286.117    ,3.48e+08 
S IV ,1286.221    ,2.93e+07 
Ni V ,1286.471    ,4.46e+07 
Fe II ,1286.910    ,1.6e+07 
Fe V ,1287.101    ,1.17e+08 
Fe II ,1287.418    ,6.e+06 
Ni V ,1287.5720   ,5.37e+08 
C I ,1287.609    ,1.49e+05 
Ni V ,1287.662    ,2.97e+08 
Ni V ,1287.662    ,7.56e+08 
Al V ,1287.70     ,8.39e+08 
Ni V ,1287.806    ,5.06e+08 
Fe V ,1288.169    ,2.0e+08 
Al V ,1288.23     ,7.96e+07 
C I ,1288.422    ,3.5e+07 
Ni V ,1288.524    ,4.88e+07 
C I ,1288.918    ,2.1e+05 
Fe II ,1289.095    ,1.8e+07 
Fe II ,1289.311    ,2.7e+07 
Fe V ,1289.533    ,4.4e+06 
Ni V ,1289.834    ,2.65e+08 
Ni V ,1289.834    ,3.66e+08 
C I ,1289.975    ,7.e+06 
Fe II ,1290.187    ,1.7e+08 
Ni V ,1290.3970   ,3.16e+08 
Ni V ,1290.483    ,1.66e+07 
Al IV ,1290.486    ,1.82e+07 
Fe II ,1290.774    ,6.e+07 
Ni V ,1290.876    ,6.21e+07 
Ni V ,1290.876    ,6.06e+07 
Fe V ,1291.191    ,1.7e+08 
Fe II ,1291.579    ,1.4e+07 
Fe II ,1291.862    ,4.2e+06 
Al V ,1291.91     ,5.88e+07 
Ni V ,1292.016    ,3.56e+08 
Ni V ,1292.016    ,1.94e+08 
Al V ,1292.44     ,8.47e+08 
Fe II ,1293.039    ,3.3e+07 
Fe V ,1293.125    ,1.0e+07 
Ni V ,1293.180    ,1.89e+08 
Fe V ,1293.305    ,8.5e+07 
Fe V ,1293.377    ,1.9e+08 
Al V ,1293.51     ,6.26e+08 
Si III ,1294.54     ,5.35e+08 
S IV ,1294.592    ,3.58e+08 
S IV ,1294.592    ,3.34e+08 
Fe III ,1294.641    ,2.1e+07 
Fe II ,1294.905    ,2.7e+07 
Ni V ,1295.292    ,3.61e+08 
S I ,1295.6526   ,3.46e+08 
Ni V ,1295.762    ,1.35e+06 
S IV ,1295.837    ,3.66e+08 
Fe II ,1296.080    ,1.7e+08 
S I ,1296.1738   ,1.46e+08 
Ni V ,1296.198    ,1.10e+08 
Fe II ,1296.288    ,2.6e+07 
S IV ,1296.491    ,6.58e+07 
S IV ,1296.659    ,1.61e+08 
Si III ,1296.73     ,7.10e+08 
Fe II ,1297.509    ,1.5e+07 
Fe V ,1297.547    ,2.2e+08 
Ni V ,1297.730    ,1.37e+08 
Fe II ,1297.930    ,3.0e+07 
Ni V ,1297.982    ,3.26e+07 
Ni V ,1297.982    ,4.17e+07 
Fe II ,1298.114    ,1.6e+08 
Ni V ,1298.7320   ,5.80e+08 
Si III ,1298.89     ,5.29e+08 
Si III ,1298.96     ,1.59e+09 
Fe II ,1299.283    ,1.0e+07 
Fe II ,1299.427    ,9.e+07 
Fe II ,1299.995    ,7.e+06 
Ni V ,1300.221    ,2.86e+07 
Fe V ,1300.608    ,2.3e+08 
Fe II ,1300.643    ,1.0e+07 
S IV ,1300.718    ,2.41e+08 
Fe V ,1300.846    ,1.16e+09 
Ni V ,1300.9810   ,1.01e+09 
Al V ,1301.13     ,7.23e+08 
Si III ,1301.15     ,2.11e+09 
Fe II ,1301.198    ,7.e+06 
Fe II ,1301.560    ,7.e+06 
Ni V ,1301.602    ,1.29e+08 
Fe III ,1301.850    ,4.4e+07 
O I ,1302.168    ,3.41e+08 
Ni V ,1302.177    ,2.12e+08 
S I ,1302.3370   ,1.20e+08 
Ni V ,1302.3860   ,5.21e+08 
Ni V ,1302.835    ,1.31e+08 
S I ,1302.8633   ,1.53e+08 
Fe II ,1303.033    ,2.4e+07 
Fe V ,1303.081    ,9.e+06 
S I ,1303.1105   ,4.83e+08 
Fe II ,1303.200    ,3.6e+06 
Ni V ,1303.320    ,5.32e+08 
Si III ,1303.32     ,8.71e+08 
Fe II ,1303.356    ,4.0e+07 
S I ,1303.4295   ,2.95e+07 
Fe V ,1303.489    ,6.2e+07 
Fe II ,1303.898    ,3.4e+07 
Ni V ,1303.971    ,4.40e+08 
S IV ,1304.177    ,1.20e+08 
Si II ,1304.37     ,3.64e+08 
Fe II ,1304.436    ,5.0e+07 
Al IV ,1304.547    ,2.83e+07 
Fe V ,1304.816    ,7.6e+08 
O I ,1304.858    ,2.03e+08 
Ni V ,1304.869    ,1.65e+08 
Ni V ,1304.869    ,5.82e+08 
Ni V ,1304.869    ,6.77e+07 
Ni V ,1305.068    ,5.72e+07 
Ni V ,1305.068    ,2.27e+08 
Al IV ,1305.21     ,5.16e+06 
Fe II ,1305.520    ,2.2e+07 
Mn II ,1305.63     ,2.e+08 
Ni V ,1305.702    ,4.18e+08 
Ni V ,1305.702    ,2.80e+07 
S I ,1305.8834   ,1.96e+08 
Ni V ,1305.936    ,3.91e+08 
Fe V ,1305.971    ,8.0e+07 
O I ,1306.029    ,6.76e+07 
Fe V ,1306.080    ,2.2e+08 
Ni V ,1306.2410   ,5.09e+08 
Al IV ,1306.432    ,8.68e+07 
Ni V ,1306.617    ,9.68e+08 
Mg II ,1306.711    ,2.19e+06 
Fe II ,1306.740    ,5.5e+07 
Fe V ,1307.219    ,3.8e+08 
Fe II ,1307.261    ,2.6e+07 
Fe V ,1307.424    ,8.4e+08 
Ni V ,1307.5990   ,9.85e+08 
Ni V ,1307.758    ,5.82e+08 
Al IV ,1307.762    ,4.52e+07 
Mg II ,1307.877    ,6.72e+06 
Mg IV ,1307.9      ,5.52e+08 
Al V ,1308.16     ,6.63e+08 
Mg II ,1308.282    ,2.58e+06 
Ni V ,1308.646    ,2.51e+08 
Ni V ,1308.646    ,1.28e+08 
Ni V ,1308.646    ,4.65e+08 
Fe II ,1308.965    ,9.e+06 
Ni V ,1309.152    ,9.36e+07 
Si II ,1309.27     ,6.23e+08 
Mg II ,1309.439    ,1.34e+07 
Fe V ,1309.521    ,5.6e+07 
Fe II ,1309.550    ,3.1e+08 
Ni V ,1309.660    ,1.62e+08 
Ni V ,1310.0780   ,6.02e+08 
Ni V ,1310.0780   ,5.60e+07 
C I ,1310.150    ,3.5e+05 
S I ,1310.1940   ,1.70e+07 
Ni V ,1310.2570   ,5.68e+08 
Fe II ,1310.588    ,1.5e+07 
C I ,1310.636    ,3.5e+07 
Fe V ,1310.751    ,7.e+06 
Ni V ,1310.823    ,7.41e+07 
Ni V ,1310.823    ,1.02e+08 
Fe II ,1311.057    ,3.0e+08 
Ni V ,1311.1110   ,2.63e+08 
Ni V ,1311.1110   ,8.12e+08 
Fe V ,1311.239    ,1.06e+08 
C I ,1311.362    ,5.9e+07 
Ni V ,1311.5590   ,2.48e+08 
Fe II ,1311.612    ,1.6e+07 
Mg IV ,1311.650    ,5.53e+08 
Fe V ,1311.828    ,4.4e+08 
Mg IV ,1311.930    ,3.63e+07 
Ni V ,1312.031    ,3.40e+08 
Al IV ,1312.135    ,9.75e+07 
C I ,1312.246    ,2.4e+05 
Al V ,1312.43     ,1.90e+07 
Fe II ,1312.497    ,3.4e+06 
Si III ,1312.59     ,6.66e+08 
Ni V ,1312.710    ,4.12e+08 
Ni V ,1312.710    ,5.31e+08 
Ni V ,1312.710    ,2.33e+08 
S I ,1313.2493   ,5.54e+06 
Ni V ,1313.3060   ,7.33e+08 
C I ,1313.462    ,6.e+06 
Fe V ,1313.585    ,8.5e+07 
Ni V ,1314.333    ,2.56e+08 
Ni V ,1314.333    ,6.94e+08 
Ni V ,1314.333    ,6.71e+08 
Fe V ,1314.529    ,1.2e+07 
Ni V ,1314.687    ,8.46e+07 
Ni V ,1314.687    ,7.27e+08 
Ni V ,1314.949    ,2.12e+08 
Ni V ,1314.949    ,3.79e+08 
Ni V ,1315.273    ,2.50e+08 
Ni V ,1315.6680   ,6.43e+08 
Ni V ,1315.979    ,9.61e+07 
Fe III ,1316.162    ,3.6e+07 
Ni V ,1316.311    ,9.24e+07 
Fe II ,1316.497    ,1.5e+07 
S I ,1316.5423   ,7.89e+07 
S I ,1316.6183   ,2.10e+07 
S I ,1316.6183   ,2.37e+06 
Ni V ,1316.915    ,3.60e+08 
Ni V ,1316.915    ,2.15e+08 
Fe II ,1317.028    ,5.5e+07 
Ni V ,1317.038    ,5.23e+07 
Ni V ,1317.038    ,1.34e+08 
Ni V ,1317.4440   ,9.05e+08 
Fe II ,1317.542    ,1.7e+07 
Fe V ,1317.862    ,2.7e+08 
Ni V ,1317.965    ,2.13e+08 
Fe II ,1318.067    ,1.0e+07 
Ni V ,1318.1520   ,3.62e+08 
Fe V ,1318.354    ,1.8e+08 
Fe V ,1318.354    ,2.2e+08 
Ni V ,1318.363    ,7.53e+08 
Ni V ,1318.5110   ,9.53e+08 
Ni V ,1318.923    ,1.97e+08 
S IV ,1319.036    ,1.96e+08 
Ni V ,1319.1580   ,3.02e+08 
Fe II ,1319.165    ,3.2e+06 
Ni V ,1319.748    ,3.08e+08 
Fe II ,1320.062    ,1.1e+07 
Ni V ,1320.203    ,4.62e+07 
Fe V ,1320.312    ,2.6e+07 
Fe V ,1320.410    ,9.2e+08 
Al VI ,1320.57     ,6.88e+08 
Ni V ,1320.7150   ,8.15e+08 
Fe II ,1320.762    ,7.e+06 
Ni V ,1320.899    ,1.26e+08 
Fe II ,1321.098    ,1.4e+07 
Ni V ,1321.255    ,2.04e+08 
Fe V ,1321.341    ,2.3e+08 
Fe V ,1321.490    ,2.8e+08 
Al VI ,1321.59     ,6.53e+08 
Fe V ,1321.850    ,7.9e+07 
Fe II ,1323.084    ,1.1e+07 
Fe V ,1323.097    ,4.0e+06 
Fe II ,1323.260    ,6.0e+07 
Fe V ,1323.269    ,8.4e+08 
Ni V ,1323.299    ,1.07e+08 
Fe II ,1323.352    ,6.e+06 
S I ,1323.5153   ,6.04e+07 
S I ,1323.5220   ,3.40e+07 
Ni V ,1323.553    ,4.81e+08 
Ni V ,1323.553    ,2.08e+08 
C II ,1323.951    ,4.55e+08 
Ni V ,1323.989    ,8.92e+08 
Ni V ,1323.989    ,4.03e+08 
S IV ,1324.117    ,8.29e+07 
Fe II ,1324.250    ,3.6e+07 
Fe V ,1324.403    ,2.0e+07 
Ni V ,1324.467    ,3.50e+08 
Ni V ,1324.467    ,3.80e+07 
Ni V ,1324.753    ,1.58e+08 
Al VI ,1324.92     ,6.43e+08 
Ni V ,1325.094    ,7.36e+08 
Fe II ,1325.323    ,1.0e+07 
Na III ,1325.700    ,2.29e+08 
Fe V ,1325.781    ,7.5e+07 
Ni V ,1325.824    ,1.10e+07 
Fe II ,1325.995    ,6.e+06 
S I ,1326.6432   ,4.44e+07 
Fe V ,1327.101    ,2.0e+08 
Ni V ,1327.475    ,2.04e+08 
Ni V ,1327.642    ,5.71e+07 
Al VI ,1327.68     ,6.43e+08 
Ni V ,1328.021    ,4.68e+08 
S III ,1328.164    ,1.33e+08 
S III ,1328.524    ,1.01e+08 
S III ,1328.630    ,3.75e+07 
C I ,1328.8332   ,7.3e+07 
Fe V ,1329.025    ,1.2e+07 
C I ,1329.0861   ,2.22e+08 
C I ,1329.0999   ,5.4e+07 
C I ,1329.1233   ,5.6e+07 
Al VI ,1329.15     ,6.09e+08 
Ni V ,1329.3710   ,8.68e+08 
C I ,1329.5777   ,1.64e+08 
C I ,1329.6001   ,9.2e+07 
Al V ,1330.06     ,1.61e+08 
Ni V ,1330.064    ,1.53e+08 
Fe V ,1330.401    ,8.3e+08 
Fe II ,1330.950    ,1.6e+08 
Fe V ,1331.185    ,8.6e+08 
Al VI ,1331.19     ,6.38e+08 
Fe II ,1331.401    ,1.0e+07 
Ni V ,1331.414    ,4.39e+07 
Ni V ,1331.414    ,1.41e+08 
Mg IV ,1331.592    ,4.21e+07 
Fe V ,1331.640    ,5.9e+08 
Ni V ,1332.006    ,2.18e+08 
Fe VII ,1332.381    ,4.9e+08 
Ni V ,1332.846    ,1.70e+08 
Fe V ,1332.968    ,8.2e+06 
Ni V ,1332.990    ,1.73e+08 
Ni V ,1332.990    ,5.07e+08 
Fe II ,1333.019    ,3.3e+06 
Ni V ,1333.3560   ,5.15e+08 
Ni V ,1333.561    ,4.13e+07 
Mn VI ,1333.874    ,1.0e+09 
Ni V ,1333.9650   ,5.25e+08 
Ni V ,1334.184    ,5.41e+08 
Ni V ,1334.184    ,1.57e+08 
Ni V ,1334.184    ,2.24e+08 
C II ,1334.532    ,2.41e+08 
S IV ,1334.961    ,2.25e+08 
Ni V ,1334.9840   ,5.28e+08 
S IV ,1335.109    ,1.12e+08 
Fe II ,1335.409    ,1.1e+08 
C II ,1335.708    ,2.88e+08 
Cl I ,1335.726    ,1.74e+08 
Fe V ,1336.039    ,1.3e+07 
Ni V ,1336.1610   ,8.82e+08 
Fe II ,1336.385    ,9.e+06 
Ni V ,1336.539    ,1.31e+08 
Ni V ,1336.636    ,1.33e+08 
Na III ,1336.760    ,4.27e+08 
Mg IV ,1336.850    ,1.07e+08 
Ni V ,1337.049    ,2.56e+08 
Ni V ,1337.049    ,3.10e+08 
Fe V ,1337.287    ,7.9e+07 
Na III ,1337.358    ,1.61e+08 
Al IV ,1337.898    ,3.48e+08 
Na III ,1337.995    ,1.28e+08 
O IV ,1338.612    ,2.17e+08 
S IV ,1338.621    ,4.47e+07 
Fe V ,1338.808    ,1.06e+08 
Ni V ,1339.070    ,1.81e+08 
Fe V ,1339.691    ,9.6e+08 
Fe II ,1340.257    ,9.e+06 
Ni V ,1340.3530   ,4.00e+08 
Al V ,1340.52     ,1.04e+08 
Na III ,1340.674    ,2.29e+08 
Ni V ,1341.0680   ,3.53e+08 
Si III ,1341.47     ,8.96e+08 
Mg IV ,1342.163    ,4.72e+08 
Ni V ,1342.1790   ,7.63e+08 
Si III ,1342.39     ,7.54e+08 
Na III ,1342.390    ,8.44e+07 
Fe III ,1342.466    ,1.2e+07 
Na III ,1342.729    ,1.06e+08 
Ni V ,1342.900    ,1.47e+08 
O IV ,1342.992    ,4.29e+07 
Fe V ,1343.121    ,1.7e+07 
S III ,1343.222    ,2.32e+07 
Si III ,1343.39     ,8.16e+08 
O IV ,1343.512    ,2.57e+08 
S III ,1343.592    ,8.73e+06 
Ni V ,1343.631    ,6.49e+07 
Ni V ,1343.8980   ,3.91e+08 
Fe II ,1345.380    ,3.4e+07 
Mn VI ,1345.494    ,8.7e+08 
Fe V ,1345.611    ,7.9e+08 
Mg IV ,1345.643    ,2.21e+07 
Mg IV ,1346.543    ,1.07e+09 
Mg IV ,1346.633    ,6.87e+08 
Ni V ,1347.219    ,7.23e+07 
Cl I ,1347.240    ,4.19e+08 
Fe II ,1347.265    ,3.4e+06 
Ni V ,1347.740    ,7.08e+08 
Si II ,1348.54     ,3.36e+08 
Ni V ,1348.679    ,3.40e+07 
Fe V ,1348.838    ,1.5e+08 
Fe II ,1349.584    ,4.1e+07 
Si II ,1350.06     ,5.34e+08 
Ni V ,1350.061    ,1.73e+08 
Mg III ,1350.156    ,3.50e+07 
Al II ,1350.1782   ,2.37e+08 
Al V ,1350.518    ,3.84e+08 
Si II ,1350.52     ,1.61e+08 
Fe V ,1350.535    ,2.8e+08 
S III ,1350.592    ,3.16e+07 
Si II ,1350.66     ,2.02e+08 
Fe V ,1350.677    ,6.2e+07 
Ni V ,1350.864    ,7.92e+07 
Fe V ,1350.948    ,9.2e+06 
Ni V ,1351.066    ,8.19e+06 
S III ,1351.089    ,5.86e+05 
S III ,1351.089    ,4.36e+06 
Fe II ,1351.292    ,6.e+06 
Ni V ,1351.4140   ,7.72e+08 
S V ,1351.435    ,1.30e+06 
Mg IV ,1351.620    ,9.06e+08 
Cl I ,1351.657    ,3.23e+08 
Fe V ,1351.755    ,6.1e+07 
Mg IV ,1352.020    ,6.59e+08 
Si II ,1352.64     ,6.12e+08 
Fe II ,1352.731    ,1.7e+07 
C I ,1352.745    ,2.1e+05 
Al III ,1352.857    ,4.26e+08 
Al III ,1352.857    ,2.84e+07 
Al III ,1352.857    ,3.98e+08 
Fe II ,1353.021    ,2.2e+07 
Ni V ,1353.129    ,2.68e+08 
Si II ,1353.72     ,3.22e+08 
Al IV ,1353.745    ,1.42e+08 
Al V ,1353.745    ,7.95e+07 
S III ,1353.790    ,2.72e+07 
Ni V ,1353.873    ,9.99e+07 
Fe II ,1354.012    ,5.e+06 
C I ,1354.284    ,3.0e+07 
Fe II ,1354.461    ,6.e+06 
Ni V ,1354.530    ,4.38e+07 
Fe II ,1354.742    ,3.2e+07 
Fe V ,1354.847    ,9.4e+08 
Na III ,1355.281    ,3.44e+08 
Fe II ,1355.371    ,4.6e+06 
Ni V ,1355.536    ,1.68e+08 
Ni V ,1355.536    ,1.76e+08 
Fe V ,1355.624    ,9.4e+07 
Mg IV ,1355.654    ,2.56e+07 
C I ,1355.843    ,1.04e+08 
Fe III ,1356.069    ,7.e+06 
Mg IV ,1356.108    ,3.67e+08 
Fe V ,1356.232    ,1.0e+07 
Mn VI ,1356.852    ,8.3e+08 
Fe V ,1357.114    ,7.3e+07 
C I ,1357.134    ,1.4e+07 
Ni V ,1357.4980   ,6.99e+07 
C I ,1357.658    ,1.1e+06 
Fe V ,1357.675    ,7.4e+08 
Fe V ,1357.857    ,3.9e+07 
Fe III ,1358.002    ,7.e+06 
Ni V ,1358.160    ,9.16e+06 
Ni V ,1358.333    ,1.21e+07 
Ni V ,1358.333    ,4.70e+07 
Fe V ,1358.386    ,3.4e+07 
Fe V ,1358.567    ,1.7e+08 
Cu II ,1358.7736   ,3.3e+08 
Al VI ,1358.79     ,5.80e+08 
Fe II ,1358.931    ,2.3e+08 
Fe V ,1359.006    ,1.00e+09 
Fe II ,1359.050    ,1.4e+08 
S IV ,1359.162    ,1.16e+07 
C I ,1359.276    ,2.2e+06 
Fe V ,1359.406    ,2.6e+08 
C I ,1359.440    ,9.7e+05 
Al V ,1359.64     ,7.79e+08 
Al VI ,1359.96     ,5.82e+08 
Al IV ,1360.298    ,5.91e+07 
Fe II ,1360.440    ,1.5e+08 
Ni V ,1360.809    ,6.98e+07 
Fe II ,1360.849    ,3.4e+07 
S IV ,1361.081    ,1.04e+08 
Fe V ,1361.279    ,1.21e+08 
Fe V ,1361.279    ,3.4e+08 
Fe II ,1361.359    ,1.3e+08 
Fe V ,1361.447    ,8.2e+08 
Mg IV ,1361.493    ,1.08e+08 
Si III ,1361.60     ,1.06e+09 
Fe V ,1361.692    ,9.7e+08 
Fe V ,1361.825    ,9.5e+08 
Na III ,1361.896    ,2.24e+08 
Na III ,1361.896    ,1.45e+08 
Fe II ,1362.258    ,1.4e+07 
Si III ,1362.37     ,1.06e+09 
Mg IV ,1362.504    ,3.90e+07 
S IV ,1362.531    ,4.59e+08 
Fe II ,1362.757    ,9.e+07 
Fe V ,1362.864    ,5.0e+08 
S II ,1363.011    ,2.07e+06 
Fe V ,1363.077    ,2.6e+08 
Al V ,1363.351    ,6.70e+08 
Fe V ,1363.376    ,3.4e+07 
S II ,1363.384    ,2.64e+06 
Cl I ,1363.447    ,7.5e+07 
Si III ,1363.47     ,8.53e+08 
Fe V ,1363.642    ,1.7e+08 
Ni V ,1363.922    ,9.30e+07 
C I ,1364.164    ,1.6e+07 
Fe II ,1364.377    ,3.5e+07 
Fe II ,1364.572    ,1.6e+08 
Fe II ,1364.755    ,7.e+07 
Fe V ,1364.824    ,2.6e+08 
Fe V ,1364.984    ,3.8e+07 
Fe V ,1364.984    ,2.9e+08 
Fe V ,1365.115    ,2.3e+08 
S IV ,1365.192    ,2.86e+07 
Si III ,1365.26     ,9.40e+08 
Mg II ,1365.545    ,4.53e+06 
Fe V ,1365.571    ,2.7e+08 
Fe II ,1365.669    ,1.2e+08 
Fe II ,1365.744    ,2.5e+07 
Fe V ,1365.876    ,9.5e+07 
Ni V ,1366.020    ,4.59e+07 
Ni V ,1366.020    ,6.73e+07 
Fe II ,1366.386    ,1.3e+08 
Ni V ,1366.683    ,4.31e+07 
Fe II ,1366.714    ,1.2e+08 
Mg IV ,1366.733    ,3.40e+07 
S IV ,1366.921    ,1.82e+08 
Si III ,1367.05     ,1.05e+09 
Fe II ,1367.158    ,1.0e+07 
Fe V ,1367.183    ,5.7e+07 
Mg II ,1367.260    ,5.35e+06 
Fe II ,1367.297    ,1.7e+07 
Mg II ,1367.704    ,1.08e+07 
Cu II ,1367.9508   ,8.3e+07 
Fe II ,1368.255    ,1.3e+08 
Ni V ,1368.364    ,2.02e+08 
Fe II ,1368.568    ,8.e+07 
Fe II ,1368.802    ,2.5e+07 
S IV ,1368.843    ,2.83e+08 
S IV ,1368.843    ,3.57e+08 
Al V ,1369.20     ,5.99e+08 
Mg II ,1369.425    ,2.17e+07 
Si III ,1369.44     ,1.04e+09 
Fe II ,1369.699    ,1.5e+07 
Fe II ,1369.850    ,5.3e+07 
Fe II ,1370.187    ,3.6e+07 
Fe V ,1370.303    ,6.0e+07 
S IV ,1370.585    ,2.82e+08 
Fe V ,1370.947    ,1.9e+08 
Fe II ,1371.017    ,1.7e+08 
Mg IV ,1371.033    ,1.31e+08 
Fe V ,1371.217    ,4.5e+07 
Fe II ,1371.229    ,1.0e+07 
Al II ,1371.2401   ,5.83e+07 
O V ,1371.292    ,3.336e+08 
Fe II ,1371.385    ,1.2e+08 
S V ,1371.614    ,6.29e+06 
S V ,1371.883    ,5.74e+07 
Fe V ,1371.987    ,5.0e+08 
Fe II ,1372.230    ,9.e+06 
Na III ,1372.340    ,5.81e+07 
Ni V ,1372.545    ,1.97e+07 
Ni V ,1372.545    ,9.64e+07 
Ni V ,1372.545    ,1.11e+07 
Fe V ,1372.651    ,6.9e+07 
Si III ,1373.03     ,8.00e+08 
Cl I ,1373.116    ,2.9e+05 
Fe II ,1373.118    ,3.0e+07 
S III ,1373.156    ,9.91e+07 
Mg IV ,1373.187    ,3.08e+08 
Ni V ,1373.406    ,8.21e+07 
O II ,1373.437    ,5.40e+06 
Fe V ,1373.587    ,7.2e+08 
O II ,1373.595    ,6.48e+06 
Fe V ,1373.674    ,6.9e+08 
Al V ,1373.70     ,3.66e+08 
Fe II ,1373.714    ,2.7e+08 
Fe II ,1373.788    ,6.e+06 
Fe V ,1373.967    ,3.9e+08 
Fe V ,1374.116    ,9.0e+08 
Fe V ,1374.261    ,1.9e+07 
Fe V ,1374.789    ,9.2e+08 
Fe V ,1374.789    ,4.1e+08 
Fe II ,1374.830    ,1.5e+08 
Fe II ,1374.930    ,9.e+07 
Fe II ,1375.176    ,1.7e+08 
Fe II ,1375.231    ,2.0e+07 
Ni V ,1375.369    ,8.25e+07 
Mg IV ,1375.497    ,3.92e+08 
Fe V ,1375.784    ,4.2e+07 
Al V ,1375.79     ,3.08e+08 
Fe II ,1375.857    ,3.6e+06 
Ni V ,1376.188    ,6.57e+06 
Ni V ,1376.308    ,8.42e+07 
Fe V ,1376.337    ,7.8e+08 
Fe V ,1376.455    ,6.7e+08 
Al IV ,1376.618    ,2.81e+08 
Fe II ,1376.664    ,5.2e+07 
O II ,1376.826    ,1.07e+06 
Fe II ,1376.890    ,8.e+06 
Fe III ,1376.969    ,2.5e+07 
Mg IV ,1377.373    ,1.91e+08 
Fe II ,1377.675    ,2.9e+07 
Fe V ,1377.723    ,3.3e+07 
Fe II ,1377.983    ,2.7e+08 
Fe V ,1378.092    ,7.4e+08 
Fe II ,1378.277    ,9.e+06 
Fe II ,1378.344    ,2.7e+07 
Fe V ,1378.560    ,9.5e+08 
Mg III ,1378.700    ,5.32e+08 
S V ,1379.069    ,4.40e+06 
Fe V ,1379.206    ,3.4e+07 
Ni V ,1379.211    ,1.25e+07 
Ni V ,1379.211    ,9.72e+06 
S V ,1379.432    ,5.03e+07 
Fe II ,1379.463    ,1.7e+08 
Cl I ,1379.528    ,1.1e+07 
Ni V ,1379.550    ,4.06e+07 
Fe II ,1379.608    ,1.0e+08 
Al III ,1379.670    ,4.61e+08 
Fe V ,1380.112    ,6.6e+08 
Fe II ,1380.406    ,8.e+07 
Ni V ,1380.508    ,3.56e+08 
Ni V ,1380.508    ,8.61e+06 
Fe II ,1380.711    ,1.2e+07 
Fe II ,1380.848    ,5.e+06 
Fe II ,1381.219    ,2.9e+07 
S I ,1381.5521   ,5.42e+05 
Fe II ,1381.729    ,1.3e+08 
Fe V ,1382.270    ,2.6e+07 
Fe II ,1382.393    ,2.8e+06 
Fe V ,1382.414    ,5.5e+07 
Mg IV ,1382.544    ,1.02e+09 
Fe V ,1382.560    ,3.2e+07 
Fe II ,1382.564    ,1.7e+07 
Fe II ,1382.729    ,3.5e+06 
Ni V ,1383.012    ,2.21e+06 
Fe II ,1383.144    ,1.2e+07 
Ni V ,1383.484    ,2.32e+07 
Fe II ,1383.574    ,1.7e+08 
Fe V ,1384.055    ,1.17e+08 
Al III ,1384.140    ,9.22e+08 
Fe V ,1384.201    ,1.7e+08 
Mg IV ,1384.425    ,1.45e+09 
Fe II ,1384.669    ,6.9e+07 
Fe V ,1384.688    ,4.3e+07 
Ni V ,1384.8710   ,1.71e+08 
Fe II ,1385.269    ,5.3e+07 
Fe V ,1385.313    ,9.3e+08 
S I ,1385.5100   ,1.25e+06 
Fe V ,1385.685    ,8.3e+08 
Fe V ,1385.685    ,2.3e+08 
Mg IV ,1385.740    ,1.07e+09 
Ni V ,1385.919    ,6.59e+07 
Mg IV ,1386.155    ,6.31e+07 
Fe II ,1386.182    ,1.4e+08 
Fe V ,1386.467    ,6.9e+06 
Fe II ,1386.798    ,2.2e+06 
Fe V ,1387.092    ,7.1e+08 
Fe V ,1387.092    ,1.6e+08 
Ni V ,1387.170    ,8.70e+07 
Fe II ,1387.446    ,3.6e+07 
Mg IV ,1387.494    ,1.19e+09 
Fe V ,1387.938    ,9.6e+08 
Si III ,1387.99     ,2.09e+07 
Fe V ,1388.040    ,3.6e+07 
Fe V ,1388.195    ,3.8e+08 
